category,instance_path
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_16412
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_357
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_50
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_45068
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_6186
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_290
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_305
IfcStairFlight,H:\BIMCompNet\Metro\IfcStairFlight\6_IfcStairFlight_63
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_1414
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_6073
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_318
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_13340
IfcDuctFitting,H:\BIMCompNet\OfficeBuilding\IfcDuctFitting\8_IfcDuctFitting_269
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_2734
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1462
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_37678
IfcPipeSegment,H:\BIMCompNet\Theater\IfcPipeSegment\12_IfcPipeSegment_10203
IfcRailing,H:\BIMCompNet\Villa\IfcRailing\13_IfcRailing_122
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_415
IfcDuctFitting,H:\BIMCompNet\Hotels\IfcDuctFitting\3_IfcDuctFitting_215
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_9894
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_6943
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_635
IfcSlab,H:\BIMCompNet\PublicBuilding\IfcSlab\9_IfcSlab_1341
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_623
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_37692
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_6058
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_11104
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_4538
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_2418
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_4495
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1302
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_6955
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_6447
IfcRailing,H:\BIMCompNet\Layout\IfcRailing\4_IfcRailing_18
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_23851
IfcDuctFitting,H:\BIMCompNet\ResidentialBuilding\IfcDuctFitting\10_IfcDuctFitting_29
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_2912
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_1547
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_525
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_9477
IfcColumn,H:\BIMCompNet\ResidentialBuilding\IfcColumn\10_IfcColumn_95
IfcBeam,H:\BIMCompNet\ResidentialBuilding\IfcBeam\10_IfcBeam_1197
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_18823
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_9760
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_437
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_10152
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_17417
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_861
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_20133
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_6977
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1210
IfcCableCarrierFitting,H:\BIMCompNet\Hotels\IfcCableCarrierFitting\3_IfcCableCarrierFitting_278
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_41901
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_2181
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_208
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_40
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_3370
IfcColumn,H:\BIMCompNet\ResidentialBuilding\IfcColumn\10_IfcColumn_501
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_6738
IfcWall,H:\BIMCompNet\Hotels\IfcWall\3_IfcWall_10463
IfcPipeFitting,H:\BIMCompNet\PublicBuilding\IfcPipeFitting\9_IfcPipeFitting_464
IfcCurtainWall,H:\BIMCompNet\Metro\IfcCurtainWall\6_IfcCurtainWall_172
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_7205
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_1119
IfcPipeFitting,H:\BIMCompNet\School\IfcPipeFitting\11_IfcPipeFitting_1750
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_29067
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_1571
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_26594
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_920
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_4526
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_586
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_2898
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_32176
IfcStairFlight,H:\BIMCompNet\FactoryBuilding\IfcStairFlight\1_IfcStairFlight_139
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_2166
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_7448
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_5743
IfcSlab,H:\BIMCompNet\ResidentialBuilding\IfcSlab\10_IfcSlab_943
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_183
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_4788
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1689
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_199
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_3666
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_6098
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3183
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1454
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_8402
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_688
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_35701
IfcWall,H:\BIMCompNet\Villa\IfcWall\13_IfcWall_36
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_5890
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_109
IfcPipeFitting,H:\BIMCompNet\Theater\IfcPipeFitting\12_IfcPipeFitting_305
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_12063
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_43911
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_927
IfcWall,H:\BIMCompNet\Villa\IfcWall\13_IfcWall_218
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_96
IfcPipeSegment,H:\BIMCompNet\ResidentialBuilding\IfcPipeSegment\10_IfcPipeSegment_10174
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_378
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_7662
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_9903
IfcDuctFitting,H:\BIMCompNet\OfficeBuilding\IfcDuctFitting\8_IfcDuctFitting_815
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_3518
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_47
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_168
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_5071
IfcCableCarrierFitting,H:\BIMCompNet\Hotels\IfcCableCarrierFitting\3_IfcCableCarrierFitting_379
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_3307
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_2865
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_4846
IfcWall,H:\BIMCompNet\Theater\IfcWall\12_IfcWall_3993
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_809
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_5384
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_258
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_427
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_142
IfcStairFlight,H:\BIMCompNet\EquipmentRoom\IfcStairFlight\0_IfcStairFlight_60
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_2819
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_359
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_4694
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_26920
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_5735
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_36063
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_3646
IfcWall,H:\BIMCompNet\Hotels\IfcWall\3_IfcWall_6826
IfcBeam,H:\BIMCompNet\EquipmentRoom\IfcBeam\0_IfcBeam_523
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_653
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_12068
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_5028
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_5659
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_842
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_10366
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_4957
IfcWall,H:\BIMCompNet\School\IfcWall\11_IfcWall_11200
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_7491
IfcColumn,H:\BIMCompNet\ResidentialBuilding\IfcColumn\10_IfcColumn_237
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_8643
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_9703
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_1331
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_15351
IfcStairFlight,H:\BIMCompNet\FactoryBuilding\IfcStairFlight\1_IfcStairFlight_29
IfcPipeSegment,H:\BIMCompNet\Theater\IfcPipeSegment\12_IfcPipeSegment_1096
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_4161
IfcRailing,H:\BIMCompNet\PublicBuilding\IfcRailing\9_IfcRailing_113
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_233
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_529
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_853
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_151
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_39
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_20677
IfcWall,H:\BIMCompNet\Metro\IfcWall\6_IfcWall_874
IfcRailing,H:\BIMCompNet\Hotels\IfcRailing\3_IfcRailing_169
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_589
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_5345
IfcSlab,H:\BIMCompNet\Metro\IfcSlab\6_IfcSlab_107
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_9882
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_2781
IfcStairFlight,H:\BIMCompNet\Museum\IfcStairFlight\7_IfcStairFlight_5
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_24126
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_533
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_20374
IfcSlab,H:\BIMCompNet\PublicBuilding\IfcSlab\9_IfcSlab_2522
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1835
IfcDuctFitting,H:\BIMCompNet\School\IfcDuctFitting\11_IfcDuctFitting_1899
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_1853
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_411
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_8870
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_2368
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_1561
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_21
IfcCovering,H:\BIMCompNet\OfficeBuilding\IfcCovering\8_IfcCovering_415
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_2284
IfcPipeFitting,H:\BIMCompNet\Theater\IfcPipeFitting\12_IfcPipeFitting_1759
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_446
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_10902
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_1339
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_8200
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_4122
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_2513
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_7402
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_2987
IfcStairFlight,H:\BIMCompNet\Villa\IfcStairFlight\13_IfcStairFlight_115
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_1149
IfcColumn,H:\BIMCompNet\Villa\IfcColumn\13_IfcColumn_173
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_474
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_23
IfcStairFlight,H:\BIMCompNet\Metro\IfcStairFlight\6_IfcStairFlight_197
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_5176
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_6866
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_6402
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_1155
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_1480
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_15628
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_3914
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_2665
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_3495
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3400
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_21272
IfcDuctFitting,H:\BIMCompNet\Theater\IfcDuctFitting\12_IfcDuctFitting_49
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_48648
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_2132
IfcCovering,H:\BIMCompNet\Hospital\IfcCovering\2_IfcCovering_3818
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_8579
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_15074
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_1516
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_19183
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_18
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_534
IfcBeam,H:\BIMCompNet\Hotels\IfcBeam\3_IfcBeam_1190
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_196
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_4607
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_9572
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_2092
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_8436
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_4389
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_751
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_7329
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_813
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1627
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_6943
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_8797
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_12805
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_291
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_265
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1189
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_950
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_191
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_2378
IfcStairFlight,H:\BIMCompNet\Theater\IfcStairFlight\12_IfcStairFlight_132
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_8769
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_157
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_1088
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_12519
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_1049
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_463
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1163
IfcStairFlight,H:\BIMCompNet\EquipmentRoom\IfcStairFlight\0_IfcStairFlight_22
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1133
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_5072
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_8914
IfcPipeSegment,H:\BIMCompNet\Theater\IfcPipeSegment\12_IfcPipeSegment_6257
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_165
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_12761
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_36
IfcPipeFitting,H:\BIMCompNet\Hotels\IfcPipeFitting\3_IfcPipeFitting_597
IfcWall,H:\BIMCompNet\Layout\IfcWall\4_IfcWall_350
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_668
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_788
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_1661
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_16205
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_10694
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_7839
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_826
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_10346
IfcStairFlight,H:\BIMCompNet\Metro\IfcStairFlight\6_IfcStairFlight_106
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_13105
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_4614
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_15430
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_3453
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_11520
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_40324
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_9259
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_14775
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_108272
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_3761
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_69
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_2836
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_17666
IfcPipeFitting,H:\BIMCompNet\PublicBuilding\IfcPipeFitting\9_IfcPipeFitting_61
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_324
IfcStairFlight,H:\BIMCompNet\Hotels\IfcStairFlight\3_IfcStairFlight_77
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_179
IfcWall,H:\BIMCompNet\Hotels\IfcWall\3_IfcWall_266
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_402
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_5243
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_10533
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_4913
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_4914
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_63972
IfcStairFlight,H:\BIMCompNet\Metro\IfcStairFlight\6_IfcStairFlight_183
IfcSlab,H:\BIMCompNet\FactoryBuilding\IfcSlab\1_IfcSlab_549
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_5561
IfcStairFlight,H:\BIMCompNet\Layout\IfcStairFlight\4_IfcStairFlight_62
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_122
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_141
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_188
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_4024
IfcCableCarrierSegment,H:\BIMCompNet\School\IfcCableCarrierSegment\11_IfcCableCarrierSegment_2396
